Section Name,My GSTIN,GSTIN of supplier,Trade/Legal name,Taxpayer Type,2B Return Period,Invoice number,Invoice type,Invoice Date,Invoice Value(?),Place of supply,Supply Attract Reverse Charge,Original Invoice number,Original Invoice Date,Taxable Value (?),Integrated Tax(?),Central Tax(?),State/UT Tax(?),Cess(?),GSTR-1/5 Period,GSTR-1/5 Filing Date,ITC Availability,Reason,Applicable % of Tax Rate,Source,IRN,IRN Date
B2B,37AAACT7391N1ZN,29AAACK7799P1ZD,KALPA ELECTRIKAL PRIVATE LIMITED,Regular,Jan 2022,'16119',INVOICE,27-Dec-2021,"84,960.00",ANDHRAPRADESH,NO,,,"72,000.00","12,960.00",0.00,0.00,0.00,Dec 2021,22nd Jan 2022,YES,,,,,
B2B,37AAACT7391N1ZN,37ABPPE6121L1ZG,SRI VENKATA SAI TRADERS,Regular,Jan 2022,'2021-22/08',INVOICE,09-Dec-2021,"48,118.04",ANDHRAPRADESH,NO,,,"40,778.00",0.00,"3,670.02","3,670.02",0.00,Dec 2021,17th Jan 2022,YES,,,,,
B2B,37AAACT7391N1ZN,27AAACE3871C1ZX,ECONOMIC EXPLOSIVES LIMITED,Regular,Jan 2022,'10962204',INVOICE,18-Jan-2022,"931,728.00",ANDHRAPRADESH,NO,,,"789,600.00","142,128.00",0.00,0.00,0.00,Jan 2022,11th Feb 2022,YES,,,E-Invoice,e4d317721ea584302bc85a859fe966392e16b2a16c480d36eb1e057d1793c6c0,18-01-2022
B2B,37AAACT7391N1ZN,37BIBPA9222Q1Z0,SRI GOWTHAMI GRAPHICS,Regular,Jan 2022,'SG104',INVOICE,14-Dec-2021,"51,303.00",ANDHRAPRADESH,NO,,,"51,310.00",0.00,"3,797.10","3,797.10",0.00,Dec 2021,18th Jan 2022,YES,,,,,
B2B,37AAACT7391N1ZN,36AACCS8200R1ZY,SALVO EXPLOSIVES AND CHEMICALS PVT LTD,Regular,Jan 2022,'4521',INVOICE,27-Jan-2022,"146,674.00",ANDHRAPRADESH,NO,,,"124,300.00","22,374.00",0.00,0.00,0.00,Jan 2022,11th Feb 2022,YES,,,,,
B2B,37AAACT7391N1ZN,36AACCS8200R1ZY,SALVO EXPLOSIVES AND CHEMICALS PVT LTD,Regular,Jan 2022,'4504',INVOICE,25-Jan-2022,"100,300.00",ANDHRAPRADESH,NO,,,"85,000.00","15,300.00",0.00,0.00,0.00,Jan 2022,11th Feb 2022,YES,,,,,
B2B,37AAACT7391N1ZN,36AACCS8200R1ZY,SALVO EXPLOSIVES AND CHEMICALS PVT LTD,Regular,Jan 2022,'4503',INVOICE,25-Jan-2022,"220,778.00",ANDHRAPRADESH,NO,,,"187,100.00","33,678.00",0.00,0.00,0.00,Jan 2022,11th Feb 2022,YES,,,,,
B2B,37AAACT7391N1ZN,36AACCS8200R1ZY,SALVO EXPLOSIVES AND CHEMICALS PVT LTD,Regular,Jan 2022,'4496',INVOICE,25-Jan-2022,"460,023.00",ANDHRAPRADESH,NO,,,"389,850.00","70,173.00",0.00,0.00,0.00,Jan 2022,11th Feb 2022,YES,,,,,
B2B,37AAACT7391N1ZN,36AACCS8200R1ZY,SALVO EXPLOSIVES AND CHEMICALS PVT LTD,Regular,Jan 2022,'4488',INVOICE,24-Jan-2022,"443,356.00",ANDHRAPRADESH,NO,,,"375,725.00","67,630.50",0.00,0.00,0.00,Jan 2022,11th Feb 2022,YES,,,,,
B2B,37AAACT7391N1ZN,36AACCS8200R1ZY,SALVO EXPLOSIVES AND CHEMICALS PVT LTD,Regular,Jan 2022,'4460',INVOICE,22-Jan-2022,"243,346.00",ANDHRAPRADESH,NO,,,"206,225.00","37,120.50",0.00,0.00,0.00,Jan 2022,11th Feb 2022,YES,,,,,
B2B,37AAACT7391N1ZN,36AACCS8200R1ZY,SALVO EXPLOSIVES AND CHEMICALS PVT LTD,Regular,Jan 2022,'4438',INVOICE,21-Jan-2022,"296,682.00",ANDHRAPRADESH,NO,,,"251,425.00","45,256.50",0.00,0.00,0.00,Jan 2022,11th Feb 2022,YES,,,,,
B2B,37AAACT7391N1ZN,36AACCS8200R1ZY,SALVO EXPLOSIVES AND CHEMICALS PVT LTD,Regular,Jan 2022,'4422',INVOICE,20-Jan-2022,"516,693.00",ANDHRAPRADESH,NO,,,"437,875.00","78,817.50",0.00,0.00,0.00,Jan 2022,11th Feb 2022,YES,,,,,
B2B,37AAACT7391N1ZN,36AACCS8200R1ZY,SALVO EXPLOSIVES AND CHEMICALS PVT LTD,Regular,Jan 2022,'4376',INVOICE,17-Jan-2022,"210,011.00",ANDHRAPRADESH,NO,,,"177,975.00","32,035.50",0.00,0.00,0.00,Jan 2022,11th Feb 2022,YES,,,,,
B2B,37AAACT7391N1ZN,36AACCS8200R1ZY,SALVO EXPLOSIVES AND CHEMICALS PVT LTD,Regular,Jan 2022,'4354',INVOICE,13-Jan-2022,"430,022.00",ANDHRAPRADESH,NO,,,"364,425.00","65,596.50",0.00,0.00,0.00,Jan 2022,11th Feb 2022,YES,,,,,
B2B,37AAACT7391N1ZN,36AACCS8200R1ZY,SALVO EXPLOSIVES AND CHEMICALS PVT LTD,Regular,Jan 2022,'4338',INVOICE,12-Jan-2022,"340,017.00",ANDHRAPRADESH,NO,,,"288,150.00","51,867.00",0.00,0.00,0.00,Jan 2022,11th Feb 2022,YES,,,,,
B2B,37AAACT7391N1ZN,36AACCS8200R1ZY,SALVO EXPLOSIVES AND CHEMICALS PVT LTD,Regular,Jan 2022,'4253',INVOICE,06-Jan-2022,"250,013.00",ANDHRAPRADESH,NO,,,"211,875.00","38,137.50",0.00,0.00,0.00,Jan 2022,11th Feb 2022,YES,,,,,
B2B,37AAACT7391N1ZN,36AACCS8200R1ZY,SALVO EXPLOSIVES AND CHEMICALS PVT LTD,Regular,Jan 2022,'4226',INVOICE,04-Jan-2022,"816,708.00",ANDHRAPRADESH,NO,,,"692,125.00","124,582.50",0.00,0.00,0.00,Jan 2022,11th Feb 2022,YES,,,,,
B2B,37AAACT7391N1ZN,37AAIFS4136K1ZV,SRI KRISHNA EXPLOSIVES AND ACCOSSORIES COMPANY,Regular,Jan 2022,'309',INVOICE,28-Jan-2022,"69,030.00",ANDHRAPRADESH,NO,,,"58,500.00",0.00,"5,265.00","5,265.00",0.00,Jan 2022,9th Feb 2022,YES,,,E-Invoice,08476d2d82c5734b9e7f2a142eac6099d58b54829617980a5f697036aebe12c5,28-01-2022
B2B,37AAACT7391N1ZN,37AAIFS4136K1ZV,SRI KRISHNA EXPLOSIVES AND ACCOSSORIES COMPANY,Regular,Jan 2022,'308',INVOICE,28-Jan-2022,"136,290.00",ANDHRAPRADESH,NO,,,"115,500.00",0.00,"10,395.00","10,395.00",0.00,Jan 2022,9th Feb 2022,YES,,,E-Invoice,d5ac134d3b0015767b1c6862ee7e19ef9b64025730ebd7c78fc675b975c66db8,28-01-2022
B2B,37AAACT7391N1ZN,37AAIFS4136K1ZV,SRI KRISHNA EXPLOSIVES AND ACCOSSORIES COMPANY,Regular,Jan 2022,'305',INVOICE,27-Jan-2022,"69,030.00",ANDHRAPRADESH,NO,,,"58,500.00",0.00,"5,265.00","5,265.00",0.00,Jan 2022,9th Feb 2022,YES,,,E-Invoice,f3a0c4d6e6f94a19b66cec9f7c58e6bb19a8cde5e4a642702ec5f22f109cb3e4,27-01-2022
B2B,37AAACT7391N1ZN,37AAIFS4136K1ZV,SRI KRISHNA EXPLOSIVES AND ACCOSSORIES COMPANY,Regular,Jan 2022,'304',INVOICE,27-Jan-2022,"136,290.00",ANDHRAPRADESH,NO,,,"115,500.00",0.00,"10,395.00","10,395.00",0.00,Jan 2022,9th Feb 2022,YES,,,E-Invoice,8e566894d7cfca0773f8a0ca0d41f06ed120f54c421a17e06fde0ec92566f875,27-01-2022
B2B,37AAACT7391N1ZN,37AAIFS4136K1ZV,SRI KRISHNA EXPLOSIVES AND ACCOSSORIES COMPANY,Regular,Jan 2022,'303',INVOICE,24-Jan-2022,"69,030.00",ANDHRAPRADESH,NO,,,"58,500.00",0.00,"5,265.00","5,265.00",0.00,Jan 2022,9th Feb 2022,YES,,,E-Invoice,e40ae2a64b0438515f9b01217980dd6187929a6797c64a9c68b29af36cd45bdd,24-01-2022
B2B,37AAACT7391N1ZN,37AAIFS4136K1ZV,SRI KRISHNA EXPLOSIVES AND ACCOSSORIES COMPANY,Regular,Jan 2022,'302',INVOICE,24-Jan-2022,"136,290.00",ANDHRAPRADESH,NO,,,"115,500.00",0.00,"10,395.00","10,395.00",0.00,Jan 2022,9th Feb 2022,YES,,,E-Invoice,1a4f018b3dbfb8737971dd56c23848a35bdb861b0fbe6ea78dfebcf75764aaf8,24-01-2022
B2B,37AAACT7391N1ZN,37AAIFS4136K1ZV,SRI KRISHNA EXPLOSIVES AND ACCOSSORIES COMPANY,Regular,Jan 2022,'300',INVOICE,23-Jan-2022,"69,030.00",ANDHRAPRADESH,NO,,,"58,500.00",0.00,"5,265.00","5,265.00",0.00,Jan 2022,9th Feb 2022,YES,,,E-Invoice,34ec5a3c0df24690408fe899ec4314198a82a08e04f8e826ca85ede0cfd8eac7,23-01-2022
B2B,37AAACT7391N1ZN,37AAIFS4136K1ZV,SRI KRISHNA EXPLOSIVES AND ACCOSSORIES COMPANY,Regular,Jan 2022,'299',INVOICE,23-Jan-2022,"136,290.00",ANDHRAPRADESH,NO,,,"115,500.00",0.00,"10,395.00","10,395.00",0.00,Jan 2022,9th Feb 2022,YES,,,E-Invoice,7511133b18bc43ac80a5c8916d066eaf7438566f2e522d03df70a48c2d497e35,23-01-2022
B2B,37AAACT7391N1ZN,37AAIFS4136K1ZV,SRI KRISHNA EXPLOSIVES AND ACCOSSORIES COMPANY,Regular,Jan 2022,'298',INVOICE,21-Jan-2022,"69,030.00",ANDHRAPRADESH,NO,,,"58,500.00",0.00,"5,265.00","5,265.00",0.00,Jan 2022,9th Feb 2022,YES,,,E-Invoice,0da09e0678f26433106fef43fe813facd6cb03e9c1afe0a4a176febf72b90ce7,21-01-2022
B2B,37AAACT7391N1ZN,37AAIFS4136K1ZV,SRI KRISHNA EXPLOSIVES AND ACCOSSORIES COMPANY,Regular,Jan 2022,'297',INVOICE,21-Jan-2022,"136,290.00",ANDHRAPRADESH,NO,,,"115,500.00",0.00,"10,395.00","10,395.00",0.00,Jan 2022,9th Feb 2022,YES,,,E-Invoice,69bbb7a48d622d8998dfca9b459064b066a2a8a350fd1635c4fea19b1959c1f1,21-01-2022
B2B,37AAACT7391N1ZN,37AAIFS4136K1ZV,SRI KRISHNA EXPLOSIVES AND ACCOSSORIES COMPANY,Regular,Jan 2022,'294',INVOICE,20-Jan-2022,"69,030.00",ANDHRAPRADESH,NO,,,"58,500.00",0.00,"5,265.00","5,265.00",0.00,Jan 2022,9th Feb 2022,YES,,,E-Invoice,50ecb1d4e970b8fc602fa12c139a0403703beadc37fb56629cb430218d312b9a,20-01-2022
B2B,37AAACT7391N1ZN,37AAIFS4136K1ZV,SRI KRISHNA EXPLOSIVES AND ACCOSSORIES COMPANY,Regular,Jan 2022,'293',INVOICE,20-Jan-2022,"136,290.00",ANDHRAPRADESH,NO,,,"115,500.00",0.00,"10,395.00","10,395.00",0.00,Jan 2022,9th Feb 2022,YES,,,E-Invoice,92c573194d7ab65c59e3abcbbc96b31fd5c5aa7358878bd7f1de66aff42b5ad6,20-01-2022
B2B,37AAACT7391N1ZN,37AAIFS4136K1ZV,SRI KRISHNA EXPLOSIVES AND ACCOSSORIES COMPANY,Regular,Jan 2022,'290',INVOICE,18-Jan-2022,"69,030.00",ANDHRAPRADESH,NO,,,"58,500.00",0.00,"5,265.00","5,265.00",0.00,Jan 2022,9th Feb 2022,YES,,,E-Invoice,6cf0624fa9e8fc1e2a91211872b422d92cea8ccc460af4d69a09861d9eba5161,18-01-2022
B2B,37AAACT7391N1ZN,37AAIFS4136K1ZV,SRI KRISHNA EXPLOSIVES AND ACCOSSORIES COMPANY,Regular,Jan 2022,'289',INVOICE,18-Jan-2022,"136,290.00",ANDHRAPRADESH,NO,,,"115,500.00",0.00,"10,395.00","10,395.00",0.00,Jan 2022,9th Feb 2022,YES,,,E-Invoice,7efed061c2fc5f4208043db8d012bb335a8864c48332ca6c9dcbcfc9a3250eb4,18-01-2022
B2B,37AAACT7391N1ZN,37AAIFS4136K1ZV,SRI KRISHNA EXPLOSIVES AND ACCOSSORIES COMPANY,Regular,Jan 2022,'286',INVOICE,17-Jan-2022,"69,030.00",ANDHRAPRADESH,NO,,,"58,500.00",0.00,"5,265.00","5,265.00",0.00,Jan 2022,9th Feb 2022,YES,,,E-Invoice,53f65240c6f5d176f7425fc99cf5b5e548f999d9c543e33a37ef2e1dd1a3a154,17-01-2022
B2B,37AAACT7391N1ZN,37AAIFS4136K1ZV,SRI KRISHNA EXPLOSIVES AND ACCOSSORIES COMPANY,Regular,Jan 2022,'285',INVOICE,17-Jan-2022,"136,290.00",ANDHRAPRADESH,NO,,,"115,500.00",0.00,"10,395.00","10,395.00",0.00,Jan 2022,9th Feb 2022,YES,,,E-Invoice,2d07ce560af2ffae174c2f05dd60c557010eff63d08ebd94cb472570ed414d4c,17-01-2022
B2B,37AAACT7391N1ZN,37AAIFS4136K1ZV,SRI KRISHNA EXPLOSIVES AND ACCOSSORIES COMPANY,Regular,Jan 2022,'282',INVOICE,12-Jan-2022,"69,030.00",ANDHRAPRADESH,NO,,,"58,500.00",0.00,"5,265.00","5,265.00",0.00,Jan 2022,9th Feb 2022,YES,,,E-Invoice,d73ee14841c815ea22063e374ed2ab66804c4ced81207708b9778c7881c3c7c3,12-01-2022
B2B,37AAACT7391N1ZN,37AAIFS4136K1ZV,SRI KRISHNA EXPLOSIVES AND ACCOSSORIES COMPANY,Regular,Jan 2022,'281',INVOICE,12-Jan-2022,"136,290.00",ANDHRAPRADESH,NO,,,"115,500.00",0.00,"10,395.00","10,395.00",0.00,Jan 2022,9th Feb 2022,YES,,,E-Invoice,3c00b7c764d9c1370587c3697e11a9469776749b43e02d5420ba1e8cd427d85a,12-01-2022
B2B,37AAACT7391N1ZN,37AAIFS4136K1ZV,SRI KRISHNA EXPLOSIVES AND ACCOSSORIES COMPANY,Regular,Jan 2022,'280',INVOICE,11-Jan-2022,"69,030.00",ANDHRAPRADESH,NO,,,"58,500.00",0.00,"5,265.00","5,265.00",0.00,Jan 2022,9th Feb 2022,YES,,,E-Invoice,980cde93ebccf17c346b44db342b4a13db91b5d589ec027ceab4ca3ba3a27c10,11-01-2022
B2B,37AAACT7391N1ZN,37AAIFS4136K1ZV,SRI KRISHNA EXPLOSIVES AND ACCOSSORIES COMPANY,Regular,Jan 2022,'279',INVOICE,11-Jan-2022,"136,290.00",ANDHRAPRADESH,NO,,,"115,500.00",0.00,"10,395.00","10,395.00",0.00,Jan 2022,9th Feb 2022,YES,,,E-Invoice,f6854bb7675ecac62f8c7bffa502662cec45751561f35a6149efb0d226d6cf07,11-01-2022
B2B,37AAACT7391N1ZN,37AAIFS4136K1ZV,SRI KRISHNA EXPLOSIVES AND ACCOSSORIES COMPANY,Regular,Jan 2022,'278',INVOICE,09-Jan-2022,"69,030.00",ANDHRAPRADESH,NO,,,"58,500.00",0.00,"5,265.00","5,265.00",0.00,Jan 2022,9th Feb 2022,YES,,,E-Invoice,da01dec0e15aaa3142ce7ae9a3a2696be4615a86b08d841e7273704636f2bc07,09-01-2022
B2B,37AAACT7391N1ZN,37AAIFS4136K1ZV,SRI KRISHNA EXPLOSIVES AND ACCOSSORIES COMPANY,Regular,Jan 2022,'277',INVOICE,09-Jan-2022,"136,290.00",ANDHRAPRADESH,NO,,,"115,500.00",0.00,"10,395.00","10,395.00",0.00,Jan 2022,9th Feb 2022,YES,,,E-Invoice,6a62b3bd7a7655a7506b02c45cc57868f26e10a8583ea5bf37d5987378cf90d3,09-01-2022
B2B,37AAACT7391N1ZN,37AAIFS4136K1ZV,SRI KRISHNA EXPLOSIVES AND ACCOSSORIES COMPANY,Regular,Jan 2022,'275',INVOICE,07-Jan-2022,"69,030.00",ANDHRAPRADESH,NO,,,"58,500.00",0.00,"5,265.00","5,265.00",0.00,Jan 2022,9th Feb 2022,YES,,,E-Invoice,512304828590a91aeca6fecc99680cfdc529ff22077906b5ef05add806c1b05b,07-01-2022
B2B,37AAACT7391N1ZN,37AAIFS4136K1ZV,SRI KRISHNA EXPLOSIVES AND ACCOSSORIES COMPANY,Regular,Jan 2022,'274',INVOICE,07-Jan-2022,"136,290.00",ANDHRAPRADESH,NO,,,"115,500.00",0.00,"10,395.00","10,395.00",0.00,Jan 2022,9th Feb 2022,YES,,,E-Invoice,a91a573f7e3fdfb7e03ca36b213a9bc30fbc475f3c98af9e1c7c521a06f10ed5,07-01-2022
B2B,37AAACT7391N1ZN,37AAIFS4136K1ZV,SRI KRISHNA EXPLOSIVES AND ACCOSSORIES COMPANY,Regular,Jan 2022,'273',INVOICE,06-Jan-2022,"69,030.00",ANDHRAPRADESH,NO,,,"58,500.00",0.00,"5,265.00","5,265.00",0.00,Jan 2022,9th Feb 2022,YES,,,E-Invoice,8ac0b334e57829cf26a775e4f9209a614ff3383b9a057243f96f157532647c89,06-01-2022
B2B,37AAACT7391N1ZN,37AAIFS4136K1ZV,SRI KRISHNA EXPLOSIVES AND ACCOSSORIES COMPANY,Regular,Jan 2022,'272',INVOICE,06-Jan-2022,"136,290.00",ANDHRAPRADESH,NO,,,"115,500.00",0.00,"10,395.00","10,395.00",0.00,Jan 2022,9th Feb 2022,YES,,,E-Invoice,fb840e3a7676022c80377781465f4fdf3bce19ee1c0dc46855e93c8f3fa64bd4,06-01-2022
B2B,37AAACT7391N1ZN,37AAIFS4136K1ZV,SRI KRISHNA EXPLOSIVES AND ACCOSSORIES COMPANY,Regular,Jan 2022,'269',INVOICE,05-Jan-2022,"69,030.00",ANDHRAPRADESH,NO,,,"58,500.00",0.00,"5,265.00","5,265.00",0.00,Jan 2022,9th Feb 2022,YES,,,E-Invoice,5787e81e5d992938489e31732648050cb8dceb4aecb9a4a2c7d2791eb80a3386,05-01-2022
B2B,37AAACT7391N1ZN,37AAIFS4136K1ZV,SRI KRISHNA EXPLOSIVES AND ACCOSSORIES COMPANY,Regular,Jan 2022,'268',INVOICE,05-Jan-2022,"136,290.00",ANDHRAPRADESH,NO,,,"115,500.00",0.00,"10,395.00","10,395.00",0.00,Jan 2022,9th Feb 2022,YES,,,E-Invoice,32ec20517f88734c319cdc046bfad3f00fb3cb96c89ae0e42f06d3cdc002e50d,05-01-2022
B2B,37AAACT7391N1ZN,37AAIFS4136K1ZV,SRI KRISHNA EXPLOSIVES AND ACCOSSORIES COMPANY,Regular,Jan 2022,'267',INVOICE,04-Jan-2022,"69,030.00",ANDHRAPRADESH,NO,,,"58,500.00",0.00,"5,265.00","5,265.00",0.00,Jan 2022,9th Feb 2022,YES,,,E-Invoice,1adf11eeacdf07ca0ea9d6231412ce51b8f8c0b16a88f51b50fb22ba1b8955f1,04-01-2022
B2B,37AAACT7391N1ZN,37AAIFS4136K1ZV,SRI KRISHNA EXPLOSIVES AND ACCOSSORIES COMPANY,Regular,Jan 2022,'266',INVOICE,04-Jan-2022,"136,290.00",ANDHRAPRADESH,NO,,,"115,500.00",0.00,"10,395.00","10,395.00",0.00,Jan 2022,9th Feb 2022,YES,,,E-Invoice,ff2ac0bcd4215a31523dec5268171800568fbf6c5428ac34dcc0cc576066ce6c,04-01-2022
B2B,37AAACT7391N1ZN,37AAIFS4136K1ZV,SRI KRISHNA EXPLOSIVES AND ACCOSSORIES COMPANY,Regular,Jan 2022,'265',INVOICE,03-Jan-2022,"69,030.00",ANDHRAPRADESH,NO,,,"58,500.00",0.00,"5,265.00","5,265.00",0.00,Jan 2022,9th Feb 2022,YES,,,E-Invoice,0e39f1f7844ff62ca7d39426fb49dbfa75449dfe8785be74ce567777231152e1,03-01-2022
B2B,37AAACT7391N1ZN,37AAIFS4136K1ZV,SRI KRISHNA EXPLOSIVES AND ACCOSSORIES COMPANY,Regular,Jan 2022,'264',INVOICE,03-Jan-2022,"136,290.00",ANDHRAPRADESH,NO,,,"115,500.00",0.00,"10,395.00","10,395.00",0.00,Jan 2022,9th Feb 2022,YES,,,E-Invoice,e81b54b743791b20ed26e4552e0bbb6491233c9a7830e87f9b70eabe6d8cfa80,03-01-2022
B2B,37AAACT7391N1ZN,37AAIFS4136K1ZV,SRI KRISHNA EXPLOSIVES AND ACCOSSORIES COMPANY,Regular,Jan 2022,'263',INVOICE,02-Jan-2022,"69,030.00",ANDHRAPRADESH,NO,,,"58,500.00",0.00,"5,265.00","5,265.00",0.00,Jan 2022,9th Feb 2022,YES,,,E-Invoice,bb9708f70a48e38360b62c5c0671c9d1ee79f2005fdee7c82eaa83d469fddec3,02-01-2022
B2B,37AAACT7391N1ZN,37AAIFS4136K1ZV,SRI KRISHNA EXPLOSIVES AND ACCOSSORIES COMPANY,Regular,Jan 2022,'262',INVOICE,02-Jan-2022,"136,290.00",ANDHRAPRADESH,NO,,,"115,500.00",0.00,"10,395.00","10,395.00",0.00,Jan 2022,9th Feb 2022,YES,,,E-Invoice,afd0cf78426abb04f5fc0d854df8c009b8fc60d69a0f955ba45a3e37dfd0c98e,02-01-2022
B2B,37AAACT7391N1ZN,36AJQPP9332H1ZN,PERFECT SOLUTIONS,Regular,Jan 2022,'1131',INVOICE,25-Jan-2022,"497,994.00",ANDHRAPRADESH,NO,,,"422,028.81","75,965.19",0.00,0.00,0.00,Jan 2022,11th Feb 2022,YES,,,,,
B2B,37AAACT7391N1ZN,37AAECM8324J2Z6,MOURI TECH PRIVATE LIMITED,Regular,Jan 2022,'APMDC-JAN22-01',INVOICE,11-Jan-2022,"375,000.46",ANDHRAPRADESH,NO,,,"317,797.00",0.00,"28,601.73","28,601.73",0.00,Jan 2022,11th Feb 2022,YES,,,E-Invoice,698646c779bd8236770321854ec14ec37d22ccf8157921ae5bd9a69769c65b10,11-01-2022
B2B,37AAACT7391N1ZN,37AAFFP1751Q1ZQ,PEST BUSTERS,Regular,Jan 2022,'1547',INVOICE,31-Jan-2022,"14,160.00",ANDHRAPRADESH,NO,,,"12,000.00",0.00,"1,080.00","1,080.00",0.00,Jan 2022,11th Feb 2022,YES,,,,,
B2B,37AAACT7391N1ZN,37AACCH2563G1ZO,M/S HARSHA AUTO AGENCIES PRIVATE LIMITED,Regular,Jan 2022,'TXY2109408',INVOICE,20-Jan-2022,"12,731.00",ANDHRAPRADESH,NO,,,"10,406.95",0.00,"1,162.27","1,162.27",0.00,Jan 2022,10th Feb 2022,YES,,,,,
B2B,37AAACT7391N1ZN,37AACCA8907B1ZX,ATRIA CONVERGENCE TECHNOLOGIES LIMITED,Regular,Jan 2022,'AP-B1-55942658',INVOICE,01-Jan-2022,"4,240.92",ANDHRAPRADESH,NO,,,"3,594.00",0.00,323.46,323.46,0.00,Jan 2022,11th Feb 2022,YES,,,,,
B2B,37AAACT7391N1ZN,37AABCB5576G3ZI,CHIEF GENERAL MANAGER  BSNL ANDHRA PRADESH TELECOM CIRCLE,Regular,Jan 2022,'SDCAP0021993785',INVOICE,03-Jan-2022,"14,750.00",ANDHRAPRADESH,NO,,,"12,500.00",0.00,"1,125.00","1,125.00",0.00,Jan 2022,11th Feb 2022,YES,,,,,
B2B,37AAACT7391N1ZN,37AABCB5576G3ZI,CHIEF GENERAL MANAGER  BSNL ANDHRA PRADESH TELECOM CIRCLE,Regular,Jan 2022,'NDCAP2100056600',INVOICE,18-Jan-2022,"766,999.78",ANDHRAPRADESH,NO,,,"649,999.82",0.00,"58,499.98","58,499.98",0.00,Jan 2022,11th Feb 2022,YES,,,,,
B2B,37AAACT7391N1ZN,37AABCB5576G3ZI,CHIEF GENERAL MANAGER  BSNL ANDHRA PRADESH TELECOM CIRCLE,Regular,Jan 2022,'NDCAP2100055984',INVOICE,18-Jan-2022,"766,999.91",ANDHRAPRADESH,NO,,,"649,999.93",0.00,"58,499.99","58,499.99",0.00,Jan 2022,11th Feb 2022,YES,,,,,
B2B,37AAACT7391N1ZN,27AAACK4702A1Z7,KELTECH ENERGIES LIMITED,Regular,Jan 2022,'GSM212203636',INVOICE,29-Jan-2022,"61,950.00",ANDHRAPRADESH,NO,,,"52,500.00","9,450.00",0.00,0.00,0.00,Jan 2022,11th Feb 2022,YES,,,,,
B2B,37AAACT7391N1ZN,27AAACK4702A1Z7,KELTECH ENERGIES LIMITED,Regular,Jan 2022,'GSM212203635',INVOICE,29-Jan-2022,"101,716.00",ANDHRAPRADESH,NO,,,"86,200.00","15,516.00",0.00,0.00,0.00,Jan 2022,11th Feb 2022,YES,,,,,
B2B,37AAACT7391N1ZN,27AAACK4702A1Z7,KELTECH ENERGIES LIMITED,Regular,Jan 2022,'GSM212203634',INVOICE,29-Jan-2022,"210,075.00",ANDHRAPRADESH,NO,,,"178,030.00","32,045.40",0.00,0.00,0.00,Jan 2022,11th Feb 2022,YES,,,,,
B2B,37AAACT7391N1ZN,27AAACK4702A1Z7,KELTECH ENERGIES LIMITED,Regular,Jan 2022,'GSM212203420',INVOICE,12-Jan-2022,"101,716.00",ANDHRAPRADESH,NO,,,"86,200.00","15,516.00",0.00,0.00,0.00,Jan 2022,11th Feb 2022,YES,,,,,
B2B,37AAACT7391N1ZN,27AAACK4702A1Z7,KELTECH ENERGIES LIMITED,Regular,Jan 2022,'GSM212203419',INVOICE,12-Jan-2022,"210,984.00",ANDHRAPRADESH,NO,,,"178,800.00","32,184.00",0.00,0.00,0.00,Jan 2022,11th Feb 2022,YES,,,,,
B2B,37AAACT7391N1ZN,27AAACK4702A1Z7,KELTECH ENERGIES LIMITED,Regular,Jan 2022,'GSM212203362',INVOICE,07-Jan-2022,"101,716.00",ANDHRAPRADESH,NO,,,"86,200.00","15,516.00",0.00,0.00,0.00,Jan 2022,11th Feb 2022,YES,,,,,
B2B,37AAACT7391N1ZN,27AAACK4702A1Z7,KELTECH ENERGIES LIMITED,Regular,Jan 2022,'GSM212203361',INVOICE,07-Jan-2022,"210,984.00",ANDHRAPRADESH,NO,,,"178,800.00","32,184.00",0.00,0.00,0.00,Jan 2022,11th Feb 2022,YES,,,,,
B2B,37AAACT7391N1ZN,37AGYPA4514F1ZD,HOTEL MAYURI INN,Regular,Jan 2022,'20211005422',INVOICE,05-Jan-2022,"59,860.00",ANDHRAPRADESH,NO,,,"53,610.00",0.00,"3,125.25","3,125.25",0.00,Jan 2022,7th Feb 2022,YES,,,,,
B2B,37AAACT7391N1ZN,37ABXFS7523A1ZU,SANTHOSH AGENCIES,Regular,Jan 2022,'2021-22/14',INVOICE,30-Nov-2021,"334,923.00",ANDHRAPRADESH,NO,,,"283,833.00",0.00,"25,544.97","25,544.97",0.00,Nov 2021,22nd Jan 2022,YES,,,,,
B2B,37AAACT7391N1ZN,37AATFM7577M1Z3,MOIEEN COMPUTERS & LAPTOPS,Regular,Jan 2022,'12461',INVOICE,26-Jan-2022,"2,000.00",ANDHRAPRADESH,NO,,,"1,694.92",0.00,152.54,152.54,0.00,Jan 2022,10th Feb 2022,YES,,,,,
B2B,37AAACT7391N1ZN,07AUZPS1041C1ZI,M.S. TRAVELS,Regular,Jan 2022,'3795',INVOICE,31-Jan-2022,"4,550.00",ANDHRAPRADESH,YES,,,"4,550.00",227.50,0.00,0.00,0.00,Jan 2022,2nd Feb 2022,YES,,,,,
B2B,37AAACT7391N1ZN,07AUZPS1041C1ZI,M.S. TRAVELS,Regular,Jan 2022,'3794',INVOICE,31-Jan-2022,"2,860.00",ANDHRAPRADESH,YES,,,"2,860.00",143.00,0.00,0.00,0.00,Jan 2022,2nd Feb 2022,YES,,,,,
